Fraud_Label,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr.1, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
0,1.03,12437.77,199020.9,16,16,0,14,1,0.00105,4.79958,1.703401,0.00063,4.79916,1.702504,0,0,0,32,27.24006672,27.25442392,0,0.0143572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39172.64,52599.21,341341.32,2,5,0,4,2,0.002,0.52057,0.119699,0.00375,0.594055,0.298903,0,0,0,7,0.59780523,0.59849623,0,0.000691,1,0.0447812,0,0,0,1,0,1,0,0,0,0,0.044781,0.044781,0.044781,0,0,0,0,0,0,0,1,None,OmiseGO
0,163.19,0.37,327.12,2,2,0,2,2,38.253696,62.746304,50.5,0.017279,100.981737,50.499508,0,0,0,4,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29673.5,9589.24,710352.4,22,6,0,3,12,0.018,5.838246,2.079205,0,5.8,0.560875,0,0,0,28,12.33924,12.4752274,0,0.1359874,35,127361.4365,104367.9083,0,7,18,0,19,0,0,0,0,0,55000,4898.516788,0,55000,11596.43426,0,0,0,6,19,EOS,EOS
0,0,0,57.7,1,1,0,1,1,6,6,6,5.998953,5.998953,5.998953,0,0,0,2,5.998953043,6,0,0.001046957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,95997.34,24287.63,889416.88,8,5,0,4,8,0.205889,9.116984,3.845298,0,9,2.376145,0,0,0,13,19.00916063,19.22649206,0,0.217331427,21,12013.59284,2925.806,0,2,12,0,17,0,0,0,0,0,4320,632.29436,249.49,2676.316,1462.903,0,0,0,2,17,ZRX,Raiden
0,570.27,80707.17,323969.2,2,4,0,3,1,0,0.995,0.4095,0.5,0.5,0.5,0,0,0,6,1,1.638,0,0.638,32,24681.71513,0,0,0,15,0,25,0,0,0,0,0,16888,771.303598,0,0,0,0,0,0,0,25,None,Trustcoin
0,8252.81,13955.93,801929.58,16,48,0,5,4,0.005,56.671765,6.404237,0,73.778867,19.212001,0,0,0,64,307.3920092,307.4033737,0,0.011364502,3,601.0665275,1.06652749,0,1,2,0,2,0,0,0,0,1.066527,600,300.533264,1.066527,1.066527,1.066527,0,0,0,1,2,OmiseGO,OmiseGO
0,0,1619.66,226752.87,0,140,1,3,0,0,4.24027,1.687324,0,0,0,0,0,0,141,0,236.2253748,0,236.2253748,2,3.884870478,0,0,0,2,0,2,0,0,0,0,0.591335,3.293536,1.942435,0,0,0,0,0,0,0,2,None,DATAcoin
0,4559.52,11437.51,755957.72,73,37,0,15,40,0.035,200,32.229119,0,200,16.534022,0,0,0,110,1206.983613,1192.477393,0,-14.50622072,101,636725.1577,359931.564,0,12,27,0,28,0,0,0,0,0,150000,7490.884209,0,150000,22495.72275,0,0,0,9,28,EOS,EOS
0,1.24,0.07,3.87,3,2,0,2,3,963.80289,1037.19711,1000.5,0.1,1058.048047,666.999528,0,0,0,5,2000.998585,2001,0,0.001414909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5217.07,5819.92,994303.05,127,57,0,37,67,0,26,5.386577,0,20,2.648994,0,0,0,184,336.4221974,307.0349073,0,-29.38729011,141,712018.2797,438852.9105,0,20,60,0,60,0,0,0,0,0,139999,7574.66255,0,104000,9337.295969,0,0,0,20,58,EOS,EOS
0,1281.65,920.14,254225.08,128,98,0,51,88,0.005,49.999,3.679377,0.006597,34.999992,2.816058,0,0,0,226,360.4554334,360.5789308,0,0.12349736,1,51.4567374,0,0,0,1,0,1,0,0,0,0,51.456737,51.456737,51.456737,0,0,0,0,0,0,0,1,None,XENON
0,2.48,3660.15,14650.52,4,4,0,3,1,10.77,77.984979,31.887495,10.769478,77.984541,31.886743,0,0,0,8,127.5469736,127.549979,0,0.003005425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3067.91,518476.32,0,169,1,4,0,0,7,0.233656,0,0,0,0,0,0,170,0,39.48784328,0,39.48784328,2,1.960334547,0,0,0,2,0,2,0,0,0,0,0.618446,1.341888,0.980167,0,0,0,0,0,0,0,2,None,DATAcoin
0,27805.31,46509.98,955991.27,21,8,0,8,10,0,10,2.663289,0,10,1.29619,0,0,0,29,27.22,21.3063106,0,-5.9136894,22,2971.184379,2559.591034,0,7,7,0,13,0,0,0,0,0,1323.982567,198.078959,0,1459.591034,365.655862,0,0,0,6,13,Golem,Trustcoin
0,1073.76,1476.59,24563.1,16,5,0,4,5,0.216334,6.999559,3.062821,0,7.557834,0.955726,0,0,0,21,15.29161136,15.31410258,0,0.022491225,7,241.2011022,241.2011022,0,3,3,0,3,0,0,0,0,29.129759,113.660785,80.400367,0.029759,113.660785,60.300276,0,0,0,3,3,Reputation,Reputation
0,4.14,8490.96,16990.2,2,2,0,2,2,0.057632,0.809245,0.433439,0.056832,0.808356,0.432594,0,0,0,4,0.865188098,0.86687716,0,0.001689062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24.9,0,323.72,13,1,0,1,12,101,101,101,0.001803,96.491637,7.768726,0,0,0,14,100.9934402,101,0,0.00655978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2606.57,226771.23,0,87,1,4,0,0,1.008521,0.940666,0,0,0,0,0,0,88,0,81.8379298,0,81.8379298,3,3.721844893,0,0,0,3,0,3,0,0,0,0,0.741445,2,1.240615,0,0,0,0,0,0,0,3,None,DATAcoin
0,160.51,0,321.02,2,1,0,1,2,101,101,101,5,95.999016,50.499508,0,0,0,3,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57.51,28749.02,980450.8,5051,24,0,7,7,0,49.995,8.711833,0,50,0.122372,0,0,0,5075,618.0984913,209.0839809,0,-409.0145104,7,1996.848229,1.13E-07,0,1,6,0,6,0,0,0,0,0,1108.20193,332.808038,0,0,0,0,0,0,1,6,Tronix,Tronix
0,0,10548.62,116034.77,0,11,1,6,0,0,16.874694,5.241467,0,0,0,0,0,0,12,0,57.65614122,0,57.65614122,2,6.606344016,0,0,0,2,0,2,0,0,0,0,1.606344,5,3.303172,0,0,0,0,0,0,0,2,None,OmiseGO
0,794.29,531.76,478627.65,67,800,0,1,3,2.475,9.674596,4.902757,0,513,58.539899,0,0,0,867,3922.173238,3922.205556,0,0.032317878,4,533.2427416,2.291240783,0,1,3,0,3,0,0,0,0,2.164149,528.787351,177.747581,2.291241,2.291241,2.291241,0,0,0,1,3,OmiseGO,DATAcoin
0,24.04,1.01,74.15,3,2,0,2,3,27.094987,73.905013,50.5,0.903468,61.52335,33.666159,0,0,0,5,100.998477,101,0,0.001523001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14354.08,2854.57,443352.32,11,100,0,3,8,0.014109,0.124775,0.04984,0,2,0.452565,0,0,0,111,4.978214262,4.983953164,0,0.005738902,12,1139.211917,388.6963663,0,1,8,0,7,0,0,0,0,0,364.725268,103.56472,388.696366,388.696366,388.696366,0,0,0,1,7,Golem,Golem
0,0,155.33,15909.2,1,2,0,1,1,0.262575,2.33203,1.297302,2.593891,2.593891,2.593891,0,0,0,3,2.593890756,2.59460479,0,0.000714034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,327.65,181.64,10046.77,29,3,0,1,11,1.99544,7.54366,3.9507,0,5.007795,0.406806,0,0,0,32,11.797362,11.8521,0,0.054738,6,147.2118061,147.2118061,0,3,3,0,3,0,0,0,0,0.510023,144.135218,49.070602,0.510023,144.135218,49.070602,0,0,0,3,3,Reputation,Reputation
0,110.2,0.01,330.63,3,3,0,3,3,8.536648,53.498488,33.666667,0.1,100.274678,33.666157,0,0,0,6,100.9984698,101,0,0.001530218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,163.32,0,326.65,2,1,0,1,2,101,101,101,0.728015,100.271001,50.499508,0,0,0,3,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6778.5,291475.3,0,43,1,4,0,0,1.001349,0.739379,0,0,0,0,0,0,44,0,31.79330035,0,31.79330035,2,1.457833166,0,0,0,2,0,2,0,0,0,0,0.61066,0.847173,0.728917,0,0,0,0,0,0,0,2,None,DATAcoin
0,2105.92,3379.09,1026242.37,237,156,0,34,101,0,250.004616,20.632972,0,355,13.877436,0,0,0,393,3288.952398,3218.743692,0,-70.20870643,164,10102709.83,10254031.81,0,31,57,0,55,0,0,0,0,0,3999980,103088.8759,0,2719976.4,155364.1183,0,0,0,22,53,ViteToken,ARP
0,0,0,55.38,1,1,0,1,1,25.398802,25.398802,25.398802,25.397755,25.397755,25.397755,0,0,0,2,25.39775515,25.39880211,0,0.001046957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,158.33,0,316.65,2,1,0,1,2,101,101,101,0.1,100.899016,50.499508,0,0,0,3,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,163.54,2.01,331.1,2,2,0,2,2,3.72689,97.27311,50.5,0.001,100.997974,50.499487,0,0,0,4,100.9989738,101,0,0.001026218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2283.6,25559,1542761.22,60,55,0,5,3,1,223.706943,77.254917,0,312.073643,70.81473,0,0,0,115,4248.88377,4249.020441,0,0.136670341,19,34871.92988,34866.92988,0,1,2,0,2,0,0,0,0,5,15815.66042,3170.175444,870.524984,15815.66042,4358.366236,0,0,0,1,2,Qtum,Qtum
0,0,0,9.2,1,1,0,1,1,2.080186,2.080186,2.080186,2.079566,2.079566,2.079566,0,0,0,2,2.0795659,2.0801859,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,972.41,217.41,2597.05,2,3,0,2,2,0.19,28.782406,11.324135,0.180018,33.961962,17.07099,0,0,0,5,34.1419793,33.9724061,0,-0.169573198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1626.96,193608.57,0,119,1,5,0,0,1.01783,0.687114,0,0,0,0,0,0,120,0,81.76654211,0,81.76654211,1,1.35787549,0,0,0,1,0,1,0,0,0,0,1.357875,1.357875,1.357875,0,0,0,0,0,0,0,1,None,OmiseGO
0,14915.69,3911.93,990952.88,9,219,0,5,6,0.102255,26.490597,0.465595,0,41,10.800196,0,0,0,228,97.20176126,101.9653841,0,4.763622838,17,2614.14842,104.4265611,0,2,11,0,14,0,0,0,0,0,991.978492,186.724887,2.211851,100,34.808854,0,0,0,3,14,Livepeer Token,Tronix
0,2.58,3274.75,298210.97,81,91,0,16,1,0.2,291.99,15.395501,0.42958,291.98958,17.338454,0,0,0,172,1404.414751,1400.990629,0,-3.424122821,1,600,0,0,0,1,0,1,0,0,0,0,600,600,600,0,0,0,0,0,0,0,1,None,AICRYPTO
0,163.45,0.02,326.93,2,2,0,2,2,5.846048,95.153952,50.5,5.171426,95.827548,50.499487,0,0,0,4,100.9989738,101,0,0.001026218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7615.41,22252.64,321526.67,13,10,0,2,8,0.019812,0.201477,0.082497,0,0.22,0.06692,0,0,0,23,0.869956748,0.82496756,0,-0.044989188,11,41.75532384,21.48405817,0,2,4,0,5,0,0,0,0,0,18.599634,4.63948,0,21.484058,10.742029,0,0,0,2,5,Aragon,Aragon
0,24.18,0.33,73.22,3,2,0,2,3,16.547867,84.452133,50.5,0.198657,53.739104,33.666149,0,0,0,5,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.78,8980.9,629558.2,70,70,0,2,1,0.19561,2.995,0.246505,0.19414,2.994538,0.245862,0,0,0,140,17.2103127,17.25534477,0,0.045032073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33.22,0,99.67,3,1,0,1,3,101,101,101,2.262601,50.119544,33.666163,0,0,0,4,100.998488,101,0,0.001512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.63,25.46,25653.48,1098,894,0,1,738,0.09107,13,0.773005,0.00096,14.199559,0.628947,0,0,0,1992,690.5835144,691.0667363,0,0.483221875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1714.67,7067.61,158290.03,14,19,0,2,1,0.252935,1.00351,0.649381,0.506199,1.256769,0.880469,0,0,0,33,12.32656546,12.33824514,0,0.011679678,1,0.01927179,0,0,0,1,0,1,0,0,0,0,0.019272,0.019272,0.019272,0,0,0,0,0,0,0,1,None,OmiseGO
0,0,0,255.4,1,1,0,1,1,2,2,2,1.99938,1.99938,1.99938,0,0,0,2,1.99938,2,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9789.1,9500.64,259401.85,10,17,0,2,3,2.86821,112.237381,51.857753,2.867747,245.40958,88.1577,0,0,0,27,881.5770034,881.581794,0,0.004790624,1,600,0,0,0,1,0,1,0,0,0,0,600,600,600,0,0,0,0,0,0,0,1,None,AICRYPTO
0,0,0,12.98,1,1,0,1,1,22,22,22,21.99938,21.99938,21.99938,0,0,0,2,21.99938,22,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1819.56,1581.87,982742.9,401,160,0,60,165,0,28.999706,3.02817,0,19,1.302397,0,0,0,561,522.2611438,484.5072008,0,-37.75394306,420,10435329.07,10076115.64,0,41,88,0,113,0,0,0,0,0,4500000,42593.1799,0,4500000,57577.80366,0,0,0,83,111,Poker Chips,Poker Chips
0,2.52,0,7.57,3,1,0,1,3,423.243877,423.243877,423.243877,0.001078,418.241384,141.080821,0,0,0,4,423.2424618,423.2438767,0,0.001414909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1799.87,226784,0,126,1,3,0,0,1.059622,0.409729,0,0,0,0,0,0,127,0,51.6258967,0,51.6258967,2,1.407932311,0,0,0,2,0,2,0,0,0,0,0.619187,0.788745,0.703966,0,0,0,0,0,0,0,2,None,DATAcoin
0,0,0,7.87,1,1,0,1,1,1,1,1,0.99938,0.99938,0.99938,0,0,0,2,0.99938,1,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23.18,0,46.37,2,1,0,1,2,101,101,101,13.092987,87.905963,50.499475,0,0,0,3,100.99895,101,0,0.00105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15.31,517.6,796393.9,1407,1497,0,1,3,0.035119,0.196018,0.098148,0.000733,8.049867,0.104006,0,0,0,2904,146.33652,146.927481,0,0.590961007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,117.11,37944.27,0,324,1,228,0,0,10000,356.704453,0,0,0,0,0,0,325,0,115572.2429,0,115572.2429,239,0,42108091.69,0,215,0,0,0,0,0,0,0,0,0,0,0,8797894.737,176184.4841,0,0,0,1,0,TenXPay,None
0,0,0,180.02,1,1,0,1,1,0.112262,0.112262,0.112262,0.110062,0.110062,0.110062,0,0,0,2,0.11006227,0.11226227,0,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19244.67,0,38489.35,2,1,0,1,2,7.986694,7.986694,7.986694,2.01,5,3.505,0,0,0,3,7.01,7.98669434,0,0.97669434,6,219.7506026,0,0,0,5,0,6,0,0,0,0,0,197.910572,36.6251,0,0,0,0,0,0,0,6,None,XENON
0,162.66,1.02,327.37,2,2,0,2,2,48.516633,52.483367,50.5,3.427,97.571974,50.499487,0,0,0,4,100.9989738,101,0,0.001026218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22.72,170813.83,341695.82,3,2,0,2,3,0,101,50.5,4.5,56.649066,35.165551,0,0,0,5,105.496652,101,0,-4.496652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,155.42,0,310.83,2,1,0,1,2,101,101,101,4.389333,96.609239,50.499286,0,0,0,3,100.9985715,101,0,0.001428506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36.79,1612.27,883783.62,533,536,0,4,1,0.173021,117.179506,1.66227,0.002239,117.164506,1.68018,0,0,0,1069,895.535767,890.9764872,0,-4.559279749,2,15233,0,0,0,2,0,2,0,0,0,0,5,15228,7616.5,0,0,0,0,0,0,0,2,None,Loopring
0,28793.99,7387.31,995280.68,32,10,0,6,23,0.01,1.007,0.606368,0,2.002,0.174141,0,0,0,42,5.5725,6.06367978,0,0.49117978,127,574262.5685,215721.9822,0,12,72,0,53,0,0,0,0,0,300000,5417.571401,0,75000,10272.47534,0,0,0,15,52,MEX,Penta Network Token
0,0,1429.36,200110.12,0,140,1,3,0,0,1.87294,0.899439,0,0,0,0,0,0,141,0,125.921517,0,125.921517,2,2.254816314,0,0,0,2,0,2,0,0,0,0,0.182895,2.071921,1.127408,0,0,0,0,0,0,0,2,None,DATAcoin
0,464.26,33817.19,615209.03,14,18,0,2,4,0.083331,0.388273,0.17091,0.056,0.49,0.203618,0,0,0,32,2.85065524,3.07638424,0,0.225729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,132.58,3285.9,642143.43,184,188,0,6,1,0.01,9.87,1.121131,0.519807,9.868449,1.144663,0,0,0,372,210.6179766,210.7726674,0,0.154690804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,108.44,0.82,326.97,3,2,0,2,2,35.677299,65.322701,50.5,1,98.998428,33.666143,0,0,0,5,100.9984278,101,0,0.001572218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2350.32,1,1,0,1,1,0.260166,0.260166,0.260166,0.259546,0.259546,0.259546,0,0,0,2,0.259545986,0.260165986,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2754.97,2545.19,563551.12,90,124,0,2,3,0.005529,9.754938,1.390324,0,12.14453,1.915083,0,0,0,214,172.3574544,172.4001663,0,0.042711868,2,0.213366702,0.213366702,0,1,1,0,1,0,0,0,0,0.213367,0.213367,0.213367,0.213367,0.213367,0.213367,0,0,0,1,1,OmiseGO,OmiseGO
0,483.31,290.3,1547.22,2,2,0,2,2,0.19,2.103812,1.146906,0.18,2.279,1.2295,0,0,0,4,2.459,2.29381225,0,-0.16518775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,260605.87,1,1,0,1,1,0.3,0.3,0.3,0.299559,0.299559,0.299559,0,0,0,2,0.299559,0.3,0,0.000441,4,82.27254696,0,0,0,4,0,4,0,0,0,0,0,76.249949,20.568137,0,0,0,0,0,0,0,4,None,INS Promo
0,0,2086.99,319309.53,0,153,1,5,0,0,3.438845,1.249075,0,0,0,0,0,0,154,0,191.1084136,0,191.1084136,2,3.304798357,0,0,0,2,0,2,0,0,0,0,0.383844,2.920954,1.652399,0,0,0,0,0,0,0,2,None,DATAcoin
0,0,0,674.95,1,1,0,1,1,3,3,3,2.99938,2.99938,2.99938,0,0,0,2,2.99938,3,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1972.07,226788.17,0,115,1,3,0,0,0.333919,0.17858,0,0,0,0,0,0,116,0,20.53671112,0,20.53671112,2,1.183573899,0,0,0,2,0,2,0,0,0,0,0.267537,0.916037,0.591787,0,0,0,0,0,0,0,2,None,DATAcoin
0,0,0,51.95,1,1,0,1,1,0.097559,0.097559,0.097559,0.097055,0.097055,0.097055,0,0,0,2,0.097055,0.097559,0,0.000504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,889.07,4330.22,1,4,0,1,1,0.031142,0.874667,0.432863,0.037635,0.037635,0.037635,0,0,0,5,0.03763504,1.731452203,0,1.693817163,7,324.1960477,0,0,0,6,0,7,0,0,0,0,0,287.951202,46.313721,0,0,0,0,0,0,0,7,None,XENON
0,358.47,88046.23,265214.08,3,3,0,2,3,0.008,10,3.669333,0,10.999559,3.66752,0,0,0,6,11.002559,11.008,0,0.005441,7,3.30E-07,1.00E-10,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Salt,Salt
0,0,1764.16,201114.6,0,114,1,3,0,0,0.796678,0.343507,0,0,0,0,0,0,115,0,39.15981527,0,39.15981527,1,0.723675411,0,0,0,1,0,1,0,0,0,0,0.723675,0.723675,0.723675,0,0,0,0,0,0,0,1,None,OmiseGO
0,2796.41,37937.2,130590.05,6,3,0,2,4,0.007,0.091464,0.041821,0,0.114611,0.020195,0,0,0,9,0.121170143,0.12546395,0,0.004293807,6,90.69021839,90.69021839,0,4,2,0,2,0,0,0,0,12.67858,78.011638,45.345109,3.011638,40,22.672555,0,0,0,2,2,Golem,ICONOMI
0,793.95,66237.99,803589.3,11,12,0,8,1,0.189432,299.99,89.427627,0.188409,299.982949,97.553795,0,0,0,23,1073.091743,1073.13152,0,0.039777475,3,612.2838287,0,0,0,3,0,3,0,0,0,0,1.46669,600,204.09461,0,0,0,0,0,0,0,3,None,OmiseGO
0,3092.91,9775.97,776995.78,11,76,0,3,9,0.2,0.49375,0.208187,0.1,4.741613,0.859318,0,0,0,87,9.45249732,15.82221171,0,6.369714386,15,8548.280782,0,0,0,11,0,15,0,0,0,0,0,5025.5,569.885385,0,0,0,0,0,0,0,15,None,Tronix
0,29.37,1475.2,1256144.62,829,835,0,1,1,0.703364,1.275806,1.005456,0.701785,3.008293,1.01196,0,0,0,1664,838.9145047,839.5553528,0,0.640848068,2,9.05E-09,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,None,Tronix
0,22.79,0,68.37,3,1,0,1,3,101,101,101,0.94951,58.738651,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,663.87,1339.3,1,2,0,2,1,0.979624,1.086307,1.032966,2.059331,2.059331,2.059331,0,0,0,3,2.0593311,2.0659311,0,0.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2494.68,319318.58,0,128,1,5,0,0,0.605513,0.252498,0,0,0,0,0,0,129,0,32.31976434,0,32.31976434,4,7.064813054,0,0,0,4,0,4,0,0,0,0,0,6.483402,1.766203,0,0,0,0,0,0,0,4,None,DATAcoin
0,45.17,1290.23,843756.35,513,636,0,5,1,0.010007,4,0.833235,0.49108,6.15138,1.031778,0,0,0,1149,529.3020569,529.9373086,0,0.635251734,8,20009.01,0,0,0,6,0,8,0,0,0,0,0,19528,2501.12625,0,0,0,0,0,0,0,8,None,Tronix
0,0,9816.34,88347.02,0,9,1,4,0,0,25.2366,9.071422,0,0,0,0,0,0,10,0,81.6427955,0,81.6427955,1,2,0,0,0,1,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,None,BOX Token
0,4.38,0,13.15,3,2,0,2,3,958.539388,1042.460612,1000.5,0.11,1366.166606,666.999528,0,0,0,5,2000.998585,2001,0,0.001414909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.8,0.35,15.1,3,2,0,2,3,510.961039,1490.038961,1000.5,0.34031,1939.297873,666.999528,0,0,0,5,2000.998585,2001,0,0.001414909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59.44,2085.1,906247.85,408,423,0,1,1,0.01043,1.077652,0.994212,0.487795,5.012288,1.02948,0,0,0,831,420.0276753,420.551825,0,0.524149743,2,100,0,0,0,2,0,2,0,0,0,0,0,100,50,0,0,0,0,0,0,0,2,None,Tronix
0,158.84,3.52,324.73,2,2,0,2,2,21.95358,79.04642,50.5,17.332873,83.666101,50.499487,0,0,0,4,100.9989738,101,0,0.001026218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8.8,87988.67,0,9999,1,2710,0,0,0.5,6.20E-05,0,0,0,0,0,0,10000,0,0.616895894,0,0.616895894,36,8558.112894,100,1.15E-14,1,26,1,20,0,0,0,0,0,2500,305.646889,100,100,100,0,0,0,1,20,blockwell.ai KYC Casper Token,Edgeless
0,5256.73,5200.14,251870.42,40,8,1,5,23,0.008362,7.999,2.411367,0,7.95,0.481025,0,0,0,49,19.241,19.29093731,0,0.049937305,46,104074.4279,101093.4279,0,13,22,0,16,0,0,0,0,0,76000,3854.60844,0,76000,5320.70673,0,0,0,13,15,Edgeless,BitCAD
0,1176.07,2502.34,141805.97,61,28,0,11,18,0.003,20.924313,5.7137,0,19.11,2.867707,0,0,0,89,174.9301,159.9836038,0,-14.94649615,70,155141.316,155663.7065,0,10,16,0,13,0,0,0,0,0,16183.92352,3783.934536,0.0001,20000,5367.714017,0,0,0,6,13,SAN,SAN
0,19.72,3597.93,394304.23,108,109,0,5,1,0.011009,9.99,1.303821,0.098289,9.989175,1.314447,0,0,0,217,141.9602914,142.1165359,0,0.156244515,1,1.00E-12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,www.pnztrust.com
0,167023.71,0,501071.13,3,1,0,1,3,6.812201,6.812201,6.812201,0.098173,4.312201,2.270125,0,0,0,4,6.81037365,6.81220065,0,0.001827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,30118.62,60237.23,0,2,0,2,0,0.01,2.9,1.455,0,0,0,0,0,0,2,0,2.91,0,2.91,6,457.8482858,0,0,0,5,0,6,0,0,0,0,0,396.279789,76.308048,0,0,0,0,0,0,0,6,None,XENON
